Job ID,Agency,# Of Positions,Civil Service Title,Salary Range From,Salary Range To,Salary Frequency,Salary Range
281138,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,60000,70000,Annual,10000
281140,DEPARTMENT OF TRANSPORTATION,1,CLERICAL ASSOCIATE,37251,58478,Annual,21227
280954,DEPARTMENT OF CORRECTION,1,CORRECTIONAL STANDARDS REVIEW,57065,65625,Annual,8560
280788,HOUSING PRESERVATION & DVLPMNT,1,ADM HOUSING DEV SPEC(NON MGRL),80000,85000,Annual,5000
280792,DEPT OF INFO TECH & TELECOMM,2,RADIO AND TELEVISION OPERATOR,39906,50000,Annual,10094
281012,DEPARTMENT OF TRANSPORTATION,1,INDUSTRIAL HYGIENIST,52168,70113,Annual,17945
280802,NYC EMPLOYEES RETIREMENT SYS,1,CERTIFIED IT ADMINISTRATOR (LA,92065,138961,Annual,46896
281025,FIRE DEPARTMENT,1,COMPUTER SPECIALIST (SOFTWARE),79471,102388,Annual,22917
280822,DEPARTMENT OF CORRECTION,2,SENIOR COOK,35956,40630,Annual,4674
281028,DEPARTMENT OF FINANCE,10,CITY TAX AUDITOR,52143,59964,Annual,7821
281044,FIRE DEPARTMENT,1,PRINCIPAL ADMINISTRATIVE ASSOC,47951,69703,Annual,21752
281049,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER SPECIALIST (OPERATION,85000,95000,Annual,10000
280875,DEPARTMENT OF CITY PLANNING,1,COMMUNITY COORDINATOR,65000,75000,Annual,10000
281063,DEPARTMENT OF CORRECTION,1,COMMUNITY ASSOCIATE,35683,41036,Annual,5353
281051,DEPT OF DESIGN & CONSTRUCTION,2,INVESTIGATOR (EMPLOYEE DISCIPL,39381,60223,Annual,20842
281129,NYC HOUSING AUTHORITY,1,ASSISTANT EXECUTIVE DIRECTOR (,162500,165000,Annual,2500
280890,DEPARTMENT OF TRANSPORTATION,1,ADMINISTRATIVE STAFF ANALYST (,61031,95022,Annual,33991
280920,DEPARTMENT OF TRANSPORTATION,1,ASSISTANT HIGHWAY TRANSPORTATI,45919,67556,Annual,21637
281082,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER ASSOC (OPERATIONS),77500,87500,Annual,10000
280921,DEPARTMENT OF TRANSPORTATION,1,CITY PLANNER,60702,89359,Annual,28657
281084,HUMAN RIGHTS COMMISSION,1,ASSOCIATE HUMAN RIGHTS SPECIAL,54410,62571,Annual,8161
281360,FIRE DEPARTMENT,1,ADMIN COMMUNITY RELATIONS SPEC,90000,90000,Annual,0
281114,CIVILIAN COMPLAINT REVIEW BD,1,COMMUNITY ASSOCIATE,35683,59385,Annual,23702
280747,DEPARTMENT OF CORRECTION,1,CORRECTIONAL STANDARDS REVIEW,57065,65625,Annual,8560
280751,LAW DEPARTMENT,1,ASSISTANT CORPORATION COUNSEL,68494,94096,Annual,25602
280768,DEPARTMENT OF TRANSPORTATION,1,ADMINISTRATIVE ACCOUNTANT,60435,135000,Annual,74565
281152,DEPARTMENT OF TRANSPORTATION,4,ASSISTANT HIGHWAY TRANSPORTATI,45919,67556,Annual,21637
281170,DEPARTMENT OF TRANSPORTATION,2,ASSISTANT ELECTRICAL ENGINEER,53134,79726,Annual,26592
281337,HRA/DEPT OF SOCIAL SERVICES,1,ASSOCIATE JOB OPPORTUNITY SPEC,56591,84929,Annual,28338
281357,HOUSING PRESERVATION & DVLPMNT,1,ADM CITY PLANNER (NON MGRL),65000,75000,Annual,10000
281359,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,60000,75000,Annual,15000
281365,DEPT OF PARKS & RECREATION,1,COMMUNITY ASSOCIATE,50000,57000,Annual,7000
281373,DEPT OF PARKS & RECREATION,3,SURVEYOR,53134,61104,Annual,7970
281376,BUSINESS INTEGRITY COMMISSION,3,COMMUNITY ASSOCIATE,35683,59385,Annual,23702
281171,DEPARTMENT OF TRANSPORTATION,1,ASSISTANT ELECTRICAL ENGINEER,53134,79726,Annual,26592
281304,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,64000,74000,Annual,10000
281377,DEPT OF PARKS & RECREATION,2,COMMUNITY ASSOCIATE,50000,55000,Annual,5000
281211,CIVILIAN COMPLAINT REVIEW BD,1,EXECUTIVE DIRECTOR (CIVILIAN C,108455,234738,Annual,126283
281397,DEPT OF ENVIRONMENT PROTECTION,2,SCIENTIST (WATER ECOLOGY),49274,72160,Annual,22886
281214,DEPARTMENT OF INVESTIGATION,1,DEPUTY INSPECTOR GENERAL,80000,100296,Annual,20296
281222,DEPARTMENT OF TRANSPORTATION,1,ADMINISTRATIVE STAFF ANALYST (,58675,156793,Annual,98118
281410,CONSUMER AFFAIRS,1,COMPUTER SYSTEMS MANAGER,54643,150371,Annual,95728
281439,FINANCIAL INFO SVCS AGENCY,1,COMPUTER ASSOC (SOFTWARE),71291,87450,Annual,16159
281457,DEPT OF HEALTH/MENTAL HYGIENE,1,CRIMINALIST,61377,61377,Annual,0
281472,DEPARTMENT OF TRANSPORTATION,1,PROCUREMENT ANALYST,46069,74444,Annual,28375
281242,DISTRICT ATTORNEY KINGS COUNTY,1,COMMUNITY ASSOCIATE,35683,59385,Annual,23702
281476,TAXI & LIMOUSINE COMMISSION,1,AGENCY ATTORNEY,73938,109153,Annual,35215
281478,TAXI & LIMOUSINE COMMISSION,1,AGENCY ATTORNEY,73938,109153,Annual,35215
281479,DEPARTMENT OF CORRECTION,1,CORRECTIONAL STANDARDS REVIEW,57065,65625,Annual,8560
281480,TAXI & LIMOUSINE COMMISSION,1,AGENCY ATTORNEY,73938,109153,Annual,35215
281493,HOUSING PRESERVATION & DVLPMNT,1,ADMINISTRATIVE HOUSING DEVELOP,105000,135000,Annual,30000
281495,LAW DEPARTMENT,1,LEGAL SECRETARIAL ASSISTANT AL,50000,53314,Annual,3314
281254,DISTRICT ATTORNEY KINGS COUNTY,1,COMMUNITY ASSOCIATE,35683,41036,Annual,5353
281560,LAW DEPARTMENT,1,CLAIM SPECIALIST,38617,61659,Annual,23042
281569,DEPT OF INFO TECH & TELECOMM,1,ASSOCIATE CALL CENTER REPRESEN,44197,50826,Annual,6629
281575,DEPT OF INFO TECH & TELECOMM,1,COMMUNITY COORDINATOR,50362,78000,Annual,27638
281265,FIRE DEPARTMENT,1,SPVSG FAD-DIR DSPTCH OP DETAIL,60435,161497,Annual,101062
281585,CONSUMER AFFAIRS,1,ADMINISTRATIVE BUSINESS PROMOT,67060,95000,Annual,27940
281288,DEPARTMENT OF CORRECTION,1,DIETARY AIDE,32221,37054,Annual,4833
281593,CONSUMER AFFAIRS,1,BUSINESS PROMOTION COORDINATOR,39399,45309,Annual,5910
281600,DEPT OF INFO TECH & TELECOMM,1,ADMINISTRATIVE PUBLIC INFORMAT,54643,100000,Annual,45357
